"ID","Count"
"1000",2
"999",2
"998",2
"997",2
"995",2
"994",2
"996",3
"993",2
"992",2
"991",2
"989",2
"988",2
"990",3
"987",2
"986",2
"985",2
"983",2
"982",2
"984",3
"980",2
"979",2
"981",3
"978",2
"977",2
"976",2
"975",2
"974",2
"973",2
"972",2
"971",2
"968",2
"970",3
"967",2
"969",3
"966",2
"964",2
"965",3
"962",2
"961",2
"963",3
"960",2
"959",2
"958",2
"957",2
"956",2
"955",2
"954",2
"953",2
"951",2
"952",3
