"ID","Table"
"14","['60','23','18','73','84','26','40','80','38','64','95','89','74','52','3','82','50','93','96']"
"11","['27','45','93','95','48','68','26','12','21','7','89','95','50','39','52','7','5','60','50','97']"
"12","['20','1','1','47','53','5','96','60','92','44','83','40','76','19','76','66','51','56','98']"
"8","['17','55','53','1','38','47','64','42','79','16','83','53','54','26','56','80','58','64','69','95']"
"9","['3','20','58','23','62','50','57','28','4','1','20','100','94','68','55','18','67','69','7','95']"
"10","['59','36','1','53','28','71','21','78','76','63','16','78','64','81','97','54','77','54','20','98']"
"53","['76','13','47','60','2','95','32','91','51','30','10','60','89','58','19','72','52','26','36','98']"
"5","['1','18','32','65','33','11','27','64','4','72','1','3','41','38','18','59','41','54','86']"
"94","['15','39','88','1','51','37','77','78','81','29','94','32','62','84','84','3','48','93','96']"
"2","['93','97','38','82','40','34','72','78','3','13','87','60','46','56','44','60','91','87','98']"
"92","['42','86','25','57','86','11','29','90','27','44','77','19','8','78','4','77','27','39','62','98']"
"93","['9','32','97','89','55','41','86','42','36','33','45','31','28','28','88','52','74','56','97']"
"51","['29','50','49','67','52','34','79','29','15','24','77','78','19','76','50','69','28','94','80','95']"
"50","['71','26','40','34','3','80','12','56','87','75','23','96','20','94','25','95','22','6','76','99']"
"52","['43','90','36','60','83','80','82','26','85','23','100','57','78','27','63','82','34','100','93']"
"90","['3','12','21','82','47','28','22','6','78','87','93','56','22','42','66','65','43','43','36','98']"
"89","['57','41','46','9','67','69','47','14','55','58','86','94','35','1','76','17','72','76','94']"
"49","['64','36','31','32','50','44','94','18','52','11','38','75','65','67','82','69','27','80','72','98']"
"48","['9','16','93','74','50','7','49','28','3','49','94','30','44','61','69','62','85','61','9','97']"
"86","['79','91','17','69','51','12','2','57','49','24','75','29','85','12','84','81','57','7','14','99']"
"47","['82','6','58','28','62','38','94','82','38','7','28','69','13','6','100','32','88','84','3','95']"
"46","['75','35','91','68','91','94','24','1','50','59','70','32','78','81','79','75','55','66','39','99']"
"87","['32','64','23','18','25','90','13','55','60','20','8','37','85','90','73','22','66','58','79','91']"
"44","['37','64','65','78','74','37','15','14','8','38','76','58','50','10','39','69','50','46','84','86']"
"95","['31','40','46','6','92','77','93','51','5','47','32','38','43','37','15','57','78','97','89','99']"
"42","['91','14','85','98','100','78','53','3','11','84','74','4','20','56','5','75','7','68','34','99']"
"84","['7','53','37','72','45','68','1','15','30','10','9','37','72','78','24','39','21','18','41','90']"
"82","['73','15','19','17','16','75','61','80','75','20','30','74','31','39','16','50','43','83','60','98']"
"41","['42','67','37','53','59','17','68','36','26','78','12','100','10','81','53','9','3','6','59','9']"
"43","['62','88','72','94','45','63','22','42','31','62','12','15','7','86','77','90','48','90','99']"
"81","['22','75','84','16','91','72','14','29','10','46','73','4','53','84','4','95','53','72','82','96']"
"45","['33','40','59','50','49','47','36','66','17','23','84','39','57','7','37','11','16','56','61','95']"
"40","['67','81','68','93','95','67','59','97','16','21','30','93','49','57','100','66','95','36','98','98']"
"79","['7','75','18','38','95','87','10','63','58','70','44','73','41','60','56','56','11','54','8','99']"
"77","['19','29','79','58','97','62','86','62','30','79','11','56','4','36','57','7','45','82','11','98']"
"39","['66','30','49','12','80','83','73','65','22','100','70','26','33','36','83','3','10','35','56','9']"
"78","['69','43','79','30','72','73','36','10','88','69','53','87','94','72','4','1','25','57','46','97']"
"76","['73','74','10','7','11','13','64','7','63','53','11','91','55','53','5','34','39','70','29','97']"
"75","['60','17','73','18','1','59','46','26','5','60','52','57','7','10','68','22','61','82','6','88']"
"38","['30','61','50','57','28','89','30','74','31','100','79','10','65','25','59','24','66','99','60','99']"
"99","['78','42','73','73','39','74','84','58','65','58','20','73','24','91','62','1','57','89','50','95']"
"35","['27','78','69','100','9','73','69','41','94','74','66','37','44','83','39','90','51','72','88','94']"
"72","['78','81','29','63','76','64','23','46','48','67','28','51','28','32','44','71','77','24','55','92']"
"36","['56','6','23','2','56','53','38','10','100','33','56','51','73','74','44','7','74','38','30','8']"
"33","['76','27','46','44','15','6','70','68','49','75','79','41','67','3','31','81','68','82','8','97']"
"32","['42','32','18','61','93','78','92','44','8','71','53','60','55','76','52','48','9','41','95']"
"31","['80','1','43','56','30','6','12','49','11','16','23','94','56','28','89','27','93','50','56','98']"
"73","['48','77','53','67','30','32','71','45','8','72','45','22','87','23','56','47','54','46','93']"
"30","['77','28','27','27','86','51','75','79','15','17','60','59','92','45','51','68','16','18','94']"
"29","['51','36','2','13','23','74','40','79','18','49','8','68','39','14','20','37','76','40','78','87']"
"71","['49','40','9','28','65','76','57','35','57','20','84','37','13','68','16','8','38','3','87','90']"
"24","['59','4','36','77','75','58','72','48','18','22','63','23','49','43','31','100','48','78','80','96']"
"13","['34','20','82','74','4','93','1','52','26','19','80','3','56','58','58','3','48','67','98','99']"
"34","['10','23','41','15','26','32','51','32','28','21','95','77','49','57','50','57','73','25','67','95']"
"23","['44','6','4','67','80','42','36','79','2','61','36','36','60','75','47','87','59','34','93','96']"
"28","['14','33','40','76','35','58','82','95','19','86','97','24','23','22','19','3','34','72','97']"
"70","['92','33','21','77','31','34','50','57','78','62','60','35','1','19','76','93','78','53','94']"
"3","['26','80','72','85','24','21','54','60','61','15','51','49','49','60','69','52','15','61','55','89']"
"91","['3','11','7','64','95','8','93','98','63','14','89','30','70','11','44','40','60','47','83','99']"
"88","['38','3','64','49','54','58','62','75','51','84','28','53','75','4','24','16','80','61','66','85']"
"85","['58','91','58','46','50','95','69','94','25','37','12','21','91','48','29','2','83','75','96']"
"80","['77','7','60','25','50','72','3','29','59','85','81','37','82','36','70','90','53','87','37','95']"
"68","['12','14','71','60','36','85','15','13','70','5','1','18','51','13','61','10','70','6','7','91']"
"69","['75','9','86','49','64','76','71','58','73','77','61','53','12','4','55','52','93','32','76','98']"
"83","['64','25','33','63','56','20','53','62','35','40','42','19','1','12','42','47','33','71','97','98']"
"98","['32','76','6','52','50','63','48','27','50','90','50','2','80','31','27','49','86','65','93']"
"74","['5','25','40','72','40','34','59','64','91','52','43','10','7','93','93','62','20','14','62','94']"
"37","['41','12','31','88','21','36','35','91','26','30','55','12','18','7','90','11','27','30','95','98']"
"66","['13','85','91','25','72','37','3','78','91','53','85','86','69','20','59','29','100','81','17','99']"
"27","['27','76','7','10','69','46','47','22','33','18','53','47','95','91','29','36','13','53','98']"
"25","['92','45','24','44','43','63','92','79','50','13','90','73','40','53','22','97','38','80','31','97']"
"26","['28','29','83','57','8','32','24','40','69','6','2','30','17','39','5','78','62','20','9']"
"56","['45','87','20','26','19','94','71','24','45','25','74','20','2','39','21','1','37','41','98']"
"67","['9','17','54','48','23','69','14','19','91','46','90','35','61','71','64','31','5','45','98']"
"65","['33','52','52','95','35','8','61','23','73','84','55','81','62','31','71','90','25','68','23','99']"
"22","['10','2','29','89','84','96','76','64','66','12','49','16','47','26','26','78','74','7','49','96']"
"21","['93','4','45','20','48','85','32','58','60','42','57','30','82','23','29','94','72','50','98','99']"
"18","['21','82','9','1','62','28','96','23','47','61','25','19','22','9','27','16','62','60','99']"
"17","['7','35','57','89','13','25','61','1','100','78','12','62','24','11','8','55','72','23','94']"
"16","['10','33','97','91','76','15','28','91','70','41','22','81','20','93','97','75','80','8','98']"
"20","['45','17','63','80','1','61','79','24','80','80','2','60','51','100','71','89','10','28','19','92']"
"15","['54','4','64','59','31','74','43','62','34','81','20','50','87','9','16','62','9','2','70','96']"
"63","['87','96','10','20','22','82','2','54','80','10','28','70','26','100','31','88','16','32','31','97']"
"64","['48','67','65','70','15','84','34','71','34','5','17','80','23','15','46','3','1','49','66','95']"
"19","['92','80','48','75','32','31','23','34','82','92','34','37','3','26','87','18','68','60','73','93']"
"61","['71','35','60','76','28','22','17','70','33','49','56','13','43','6','13','77','6','74','8','83']"
"60","['57','26','81','44','37','74','90','61','34','35','37','62','78','53','23','98','19','63','71','99']"
"58","['57','6','38','70','69','78','5','78','76','73','19','5','15','61','4','66','64','16','64','85']"
"62","['3','96','57','52','60','12','24','52','12','10','39','6','60','47','9','15','34','48','98']"
"59","['75','89','32','35','21','4','78','4','80','38','59','58','57','50','32','100','40','17','98']"
"57","['70','73','86','50','84','90','16','12','64','58','68','44','19','81','64','2','58','91','66','96']"
"100","['36','32','12','38','87','75','11','91','55','35','58','95','77','65','55','2','25','90','35','99']"
"97","['35','96','78','95','100','51','59','1','78','15','5','54','45','45','39','74','50','77','63','98']"
"96","['21','62','18','76','17','32','16','48','1','67','47','64','82','69','40','9','9','16','89','90']"
"4","['100','90','32','51','26','39','79','5','82','54','79','55','93','92','93','55','56','10','74','99']"
"54","['13','68','44','40','16','68','85','44','69','69','84','14','76','60','81','35','70','90','90','93']"
"55","['40','66','20','19','39','62','49','92','61','97','93','71','52','36','67','86','99','84','52','99']"
"6","['77','82','10','58','70','91','43','25','17','88','73','86','11','90','84','56','17','64','9','92']"
"1","['80','84','93','67','27','13','55','38','14','82','15','78','88','3','5','87','64','87','61','96']"
"7","['82','90','61','48','89','90','78','85','6','22','22','43','92','34','15','97','47','34','36','97']"
"14","['73','26','40','38','89','74','52','82','50','96','90','21','48','9','76','62','1','47','18','93']"
"11","['93','48','68','26','7','89','50','39','7','5','50','78','77','54','98','74','63','100','1','95']"
"12","['1','47','53','5','92','83','76','76','51','98','63','6','31','50','93','50','65','2','80','96']"
"9","['40','59','10','30','78','5','57','62','2','69','29','55']"
"8","['1','42','53','26','64','69','43','46','97','6','44','56','73','100','10','33','51','23','36','80']"
"10","['1','53','71','21','76','78','81','77','54','98','52','86','40','48','50','60','44','63','54','97']"
"5","['18','33','27','4','1','3','38','18','41','86','17','79','2','99','81','49','7','29','84','65']"
"94","['59','24','78','13','11','1','57','17','89']"
"2","['82','40','34','72','60','44','60','87','98','36','66','89','90','95','52','1','12','58','3','87']"
"53","['76','2','51','30','10','60','19','26','36','98','59','49','78','63','54','64','28','56','47','91']"
"93","['49','50','34','48','19','84','69','70','35','14','69','40','54','90']"
"92","['89','80','79','25','88','58','17','17','91','70','56','6','27']"
"52","['43','36','60','83','85','78','63','82','34','100','28','42','89','28','55','41','59','51','26','90']"
"90","['65','24','53','15','57','49','9','62','89','67','21','17','1','96','82']"
"50","['71','26','40','34','12','75','20','22','6','76','78','57','91','89','1','74','65','62','56','94']"
"51","['50','67','34','29','15','77','19','76','50','69','8','1','20','93','58','83','20','78','80','94']"
"89","['86','1','76','29','82','62','23','16','69','61','49','85','60','52','55','21','15','3','9']"
"47","['28','62','82','38','28','13','6','100','32','3','95','16','49','80','24','5','20','51','78','88']"
"49","['64','36','31','32','50','44','67','82','80','72','28','47','57','56','12','93','43','22','42','94']"
"48","['9','16','7','28','49','30','62','61','9','97','95','88','21','31','45','5','32','3','85','94']"
"86","['51','12','72','41','59','41','54','5','73','8','76','37','58','15','39','78','10','44','85']"
"45","['33','40','59','36','66','23','57','7','11','56','58','9','38','82','6','94','29','47','37','84']"
"46","['35','91','24','70','81','79','75','55','66','99','73','58','23','58','12','87','12','86','59','94']"
"87","['32','13','60','66','70','98','40','11','93','36','76','18','20','14','68','29','79']"
"44","['64','65','74','37','14','38','50','69','50','46','86','91','80','24','32','57','42','1','11','84']"
"95","['66','1','49','34','46','15','64','67']"
"43","['88','63','22','42','31','62','12','7','86','99','53','98','92','57','100','34','40','68','15','90']"
"42","['91','14','85','11','84','74','4','20','5','75','99','46','51','58','95','57','79','77','53','98']"
"84","['7','72','45','1','30','10','37','72','78','21','27','60','62','92','25','77','19','47','41','9']"
"41","['67','37','68','78','10','81','53','3','6','59','9','99','18','28','23','56','15','59','53','9']"
"81","['75','84','16','91','29','46','73','84','4','53','72','60','39','32','88','17','67','37','82','95']"
"40","['81','68','67','59','16','21','93','49','66','95','36','27','16','82','77','15','38','75','20','97']"
"79","['7','38','87','63','70','44','41','60','56','11','8','72','43','48','45','97','77','94','90','95']"
"77","['19','29','79','86','62','30','79','57','7','11','98','74','16','95','43','100','40','93','67','97']"
"78","['79','73','36','10','69','87','72','4','25','97','74','49','3','85','61','44','48','56','88','94']"
"39","['66','80','22','70','33','36','83','35','56','9','20','62','4','59','92','47','41','65','73','83']"
"76","['74','10','7','7','63','11','53','5','34','70','97','72','43','46','57','88','12','78','30','91']"
"99","['79','55','93','20','39','66','52','97']"
"73","['77','53','30','71','45','22','23','56','93','28','96','36','82','26','100','52','90','57','97','8']"
"38","['57','28','30','74','31','100','10','25','66','60','73','18','75','56','54','56','3','90','30','99']"
"75","['18','1','59','46','26','60','52','68','22','88','4','84','85','80','16','53','62','64','49','73']"
"72","['78','81','29','76','64','23','51','28','71','77','55','98','38','86','53','16','44','46','32','92']"
"82","['73','19','17','75','61','80','75','31','16','50','60','91','52','90','87','18','78','65','69','83']"
"36","['6','2','56','38','56','7','74','38','30','8','78','89','64','31','32','54','95','57','64','74']"
"35","['27','78','9','73','69','41','37','44','39','90','51','3','67','76','55','16','48','81','74','94']"
"34","['23','41','15','32','21','77','49','57','57','95','71','92','52','44','53','60','51','26','67','95']"
"32","['42','18','61','8','55','76','48','9','41','57','89','65','69','20','24','99','58','71','78','93']"
"33","['76','27','44','49','75','79','41','67','81','68','13','55','11','39','64','29','73','11','68','82']"
"31","['30','12','49','11','16','56','28','89','93','50','56','45','62','58','77','95','39','4','82','94']"
"29","['51','2','23','74','40','49','39','37','40','87','90','3','58','73','22','95','91','99','36','78']"
"24","['77','75','58','48','23','43','100','48','78','96','94','82','10','15','94','93','9','31','18','80']"
"71","['28','65','76','57','20','84','13','68','8','3','90','36','18','22','4','98','41','57','37','87']"
"28","['14','58','24','23','22','19','3','34','72','46','15','70','68','11','31','8','6','40','86','95']"
"13","['82','74','93','52','26','19','56','58','3','67','45','39','15','38','47','61','16','30','59','98']"
"23","['44','6','4','80','79','2','36','36','87','59','96','31','63','24','94','81','53','53','18','93']"
"30","['27','27','17','60','51','68','16','18','94','88','76','35','72','93','1','69','66','58','74','79']"
"3","['26','24','54','51','49','60','69','15','61','89','47','14','40','35','57','46','77','84','72','80']"
"70","['92','31','50','57','78','62','60','78','53','51','100','75','17','45','83','28','86','59','33','93']"
"98","['4','15','100','39','59','96']"
"85","['75','28','66','80','54','67','6','57','64','16','69','78','73','76','91']"
"91","['7','64','30','20','18','90','85','87','36','12','15','5','70','61','1','68','89']"
"88","['3','24','60','57','10','6','5','17','82','7','2','29','95','69','21','12','91','61']"
"69","['75','86','64','58','73','61','4','55','32','76','1','23','80','27','11','56','43','6','31','93']"
"80","['77','7','25','29','37','82','36','70','90','53','37','51','26','28','10','67','32','81','3','95']"
"83","['20','1','42','47','33','97','9','52','76','70','6','13','6','13','60','61','98']"
"74","['40','72','40','10','7','93','20','14','62','94','96','1','35','21','70','33','15','19','77','93']"
"68","['71','60','18','51','13','10','70','6','7','91','25','55','44','23','63','37','52','48','36','85']"
"67","['17','54','48','69','19','46','90','31','98','24','37','20','87','20','5','45','71','61','9','91']"
"37","['41','31','88','36','91','26','55','12','18','7','30','98','40','25','42','83','64','35','30','95']"
"27","['69','46','47','33','53','47','95','91','53','12','12','30','11','76','36','13','29','22','7','98']"
"26","['28','8','32','24','40','6','17','20','9','42','53','49','65','50','77','100','73','78','5','83']"
"56","['26','19','71','45','25','74','20','39','1','41','36','13','12','22','76','29','37','20','45','94']"
"66","['13','25','37','78','53','85','20','59','81','17','98','83','40','11','95','70','47','72','100','91']"
"65","['52','52','35','55','81','62','31','90','23','99','3','85','86','69','100','29','72','66','71','95']"
"25","['92','24','43','63','92','79','13','90','40','22','38','19','33','28','86','76','35','82','50','97']"
"22","['2','84','12','49','16','26','26','7','49','96','69','21','95','42','85','25','83','94','29','96']"
"21","['4','85','58','60','57','30','82','23','50','99','8','73','61','33','71','25','68','84','45','93']"
"20","['45','17','61','80','2','60','100','10','28','19','92','86','44','27','90','46','42','97','8','80']"
"18","['21','82','1','62','28','19','9','27','62','60','48','72','29','32','42','45','98','20','16','99']"
"16","['91','76','28','91','41','22','81','93','75','71','14','5','9','61','20','70','80','8','33','97']"
"19","['75','82','92','34','3','26','87','18','68','60','73','50','2','50','33','27','67','56','72','92']"
"15","['4','64','59','34','81','20','62','2','70','96','47','46','66','76','22','58','89','78','43','9']"
"17","['7','35','25','61','100','12','8','55','72','23','64','30','34','52','74','43','91','5','89','94']"
"64","['48','65','70','84','71','34','5','17','23','15','3','85','72','59','81','87','60','80','66','95']"
"63","['87','20','82','80','10','70','26','100','31','88','31','97','25','44','45','73','50','53','2','96']"
"62","['57','52','12','39','6','60','9','15','34','98','97','80','70','33','8','60','47','3','10','96']"
"61","['28','22','17','33','49','56','43','13','77','6','74','83','19','62','69','53','70','6','35','8']"
"57","['86','84','64','44','81','64','2','58','66','96','10','43','54','31','9','62','15','87','12','90']"
"100","['36','12','38','87','75','55','55','2','25','35','63','62','98','26','71','19','37','37','32','91']"
"58","['70','5','19','5','15','61','4','66','64','85','34','88','50','37','51','36','47','53','6','78']"
"60","['57','81','44','74','90','61','34','35','37','78','53','23','96','9','25','16','47','22','26','99']"
"59","['21','78','4','80','58','57','32','40','17','98','3','12','10','60','52','47','35','4','4','89']"
"4","['100','32','51','26','39','5','82','79','93','93','55','10','74','58','77','95','35','65','37','99']"
"97","['10','47','43','48','85','34','34','89']"
"6","['77','82','10','43','73','86','11','84','17','64','9','71','80','63','51','48','80','28','20','90']"
"96","['13','3','38','27','61','64','15','93']"
"55","['40','19','62','49','92','61','71','36','67','86','84','52','79','79','4','56','54','93','20','99']"
"1","['80','84','67','55','14','82','78','5','87','87','12','58','91','70','19','57','73','68','13','88']"
"7","['82','61','90','78','6','22','22','15','34','36','10','2','75','32','28','10','54','47','43','92']"
"54","['13','68','44','16','68','85','44','69','76','60','81','80','11','31','50','63','34','50','23','90']"
"14","['73','52','82','50','96','90','21','48','9','76','47','34','69','35','84','69','19','89','74','93']"
"11","['50','7','5','50','78','77','98','74','63','100','67','49','34','15','66','46','64','26','39','7']"
"12","['1','47','92','76','98','63','50','50','65','2','80','13','61','3','15','64','27','38','51','96']"
"8","['6','32','90','22','71','45','73','70','19','69','35','13','74','61','1']"
"9","['86','59','22','64','4','66','58','47','43','10']"
"10","['53','71','21','78','81','98','40','50','60','44','63','54','47','34','85','89','34','43','52','97']"
"2","['34','72','60','44','60','89','95','52','12','3','68','79','13','32','20','93','14','18','98','82']"
"53","['30','10','26','36','98','59','78','63','64','28','90','15','89','5','61','18','68','87','7','60']"
"94","['12','55','61','74','43','64','52','89']"
"93","['15','38','3','64','13','27','96']"
"5","['33','1','3','18','86','17','79','99','49','7','23','55','35','66','52','90','69','27','2','4']"
"51","['67','29','19','76','50','69','20','58','83','20','23','17','57','11','26','24','6','89','71','80']"
"92","['30','47','23','81','64','2','67','82','10','78','15','10','7','90']"
"50","['40','34','12','75','20','91','1','62','56','94','59','9','16','55','86','29','74','57','78','76']"
"90","['23','68','44','81','13','68','54','85']"
"89","['4','34','10','34','48','43','85','97']"
"52","['43','60','63','82','34','42','89','28','55','51','69','48','50','69','9','96','93','35','49','85']"
"47","['28','62','28','13','6','32','95','80','24','51','91','12','61','2','29','57','60','7','16','82']"
"49","['64','36','31','50','44','72','57','12','42','94','13','65','34','8','1','61','78','43','28','80']"
"86","['72','41','41','54','73','8','15','39','78','10','64','16','57','6','66','28','80','12','44','51']"
"48","['16','7','62','97','88','31','45','32','85','94','47','56','51','74','67','15','43','95','61','9']"
"45","['57','56','58','9','38','6','94','29','47','37','60','19','1','92','27','25','41','40','66','7']"
"43","['63','42','12','99','98','57','100','34','40','68','83','69','41','59','26','54','52','78','36','88']"
"87","['90','22','65','76','41','13','57','68','18','71','70']"
"42","['14','11','74','4','20','5','51','95','57','53','98','59','96','39','100','15','79','77','46','84']"
"44","['65','37','14','50','46','80','32','42','11','84','21','30','72','36','72','23','62','59','47','74']"
"46","['35','55','66','99','73','23','58','87','12','94','48','21','61','30','77','5','95','3','9','79']"
"95","['52','72','23','17','5','48','64','87']"
"84","['77','40','66','33','82','57','91','86','69','1','64','50','24','38','89','49','76','37']"
"82","['1','57','66','92','39','41','68','11','73','27','44','29','33','16']"
"81","['75','16','29','84','4','53','60','67','37','95','31','54','71','69','5','89','11','49','24','84']"
"79","['72','95','14','98','39','26','27','16','93','18','1','51','30','60']"
"41","['78','6','99','18','28','23','56','59','53','72','30','57','25','40','62','69','45','20','47','81']"
"78","['3','85','70','58','40','73','51','4','15','47','6','88','34','19','36']"
"40","['68','67','59','21','49','36','27','82','15','38','1','76','54','54','34','48','43','52','89','93']"
"76","['10','7','7','53','34','72','43','78','30','91','49','19','51','20','47','85','1','64','63','74']"
"77","['19','29','30','79','7','11','74','95','43','100','67','34','20','66','75','10','85','98','93','86']"
"39","['80','22','70','35','56','20','4','59','41','83','61','76','98','42','1','6','13','73','65','83']"
"38","['28','30','10','25','73','18','54','56','90','30','99','47','20','97','55','98','62','39','81','60']"
"75","['1','59','46','22','88','4','85','80','62','64','73','44','96','82','90','77','10','57','69','68']"
"72","['29','51','77','55','98','86','16','44','46','32','56','17','36','13','25','88','95','79','76','78']"
"99","['51','58','40','49','54','62','84','19','55','86']"
"73","['93','28','52','97','8','70','25','37','3','68','60','84','16','26','18','49','75','56']"
