"ID","Table"
"100","['91','72','39','42','56','43','49','13','45','98']"
"99","['41','47','3','21','86','92','50','61','17','93']"
"98","['2','62','83','14','30','44','30','57','72','93']"
"97","['77','80','29','10','30','91','10','70','50','94']"
"95","['40','77','43','2','79','33','37','67','35','9']"
"96","['28','21','7','33','61','55','13','83','99']"
"94","['2','60','31','68','61','14','20','73','100','77']"
"93","['19','6','6','9','89','38','54','52','60','91']"
"92","['78','50','46','18','14','68','61','20','83','91']"
"91","['72','93','15','59','21','20','1','72','35','96']"
"90","['79','77','23','40','12','44','4','96','71','96']"
"89","['24','57','34','50','11','29','7','91','14','97']"
"85","['92','51','79','13','42','71','6','59','21','96']"
"86","['42','38','43','90','7','13','80','56','36','98']"
"88","['15','89','58','73','62','15','52','49','29','99']"
"87","['46','32','7','5','52','71','44','47','76','93']"
"83","['42','20','39','21','26','99','82','14','99']"
"82","['17','48','32','37','52','100','80','45','71','91']"
"81","['7','62','16','35','56','41','50','7','4','97']"
"84","['10','11','14','4','20','8','100','98','94','99']"
"80","['30','17','93','56','13','1','45','48','65','94']"
"79","['70','5','51','54','57','70','54','57','45','80']"
"77","['82','74','35','7','41','59','34','65','81','82']"
"76","['100','57','61','4','72','24','77','32','68','89']"
"78","['37','32','41','18','35','95','17','8','53','97']"
"75","['89','12','72','77','43','61','93','82','83','99']"
"73","['7','36','37','13','37','44','58','90','93','95']"
"72","['24','46','68','28','22','33','23','73','48','87']"
"74","['17','17','37','82','16','29','65','76','7','93']"
"69","['91','50','82','29','50','88','26','70','56','92']"
"71","['21','15','83','23','56','61','76','33','96']"
"70","['100','20','43','20','62','68','45','37','36','85']"
"66","['33','74','53','50','74','14','42','36','50','97']"
"67","['51','36','99','5','94','43','65','66','25','99']"
"68","['42','69','75','50','59','98','12','82','4','99']"
"65","['28','23','33','69','75','33','11','66','25','99']"
"60","['54','37','65','70','100','45','34','74','74','85']"
"64","['44','23','74','73','82','51','48','38','17','89']"
"62","['59','57','59','34','44','48','21','33','11','95']"
"61","['76','58','57','26','84','91','13','49','1','97']"
"63","['35','67','18','55','53','36','36','71','17','89']"
"59","['14','72','42','41','6','71','51','27','77','94']"
"58","['24','33','28','89','48','17','12','41','39','98']"
"57","['2','24','87','26','61','18','2','75','92']"
"53","['41','45','67','65','77','90','89','1','29','97']"
"55","['3','11','16','29','15','61','52','52','9','93']"
"56","['75','69','10','27','64','69','33','22','73','92']"
"52","['19','4','77','62','42','2','18','4','99']"
"54","['1','26','65','56','80','33','40','36','57','99']"
"50","['12','68','2','54','64','5','70','69','7','97']"
"49","['3','20','80','83','24','56','4','40','75','92']"
"51","['30','52','24','55','84','46','54','48','39','86']"
"48","['71','18','47','76','73','76','37','1','9','93']"
"47","['83','68','1','83','29','91','70','19','95','99']"
"44","['67','26','1','55','92','12','69','48','91','93']"
"43","['34','24','80','64','76','41','13','71','52','98']"
"45","['19','67','33','47','18','47','66','55','39','93']"
"46","['16','3','44','34','83','32','15','78','29','93']"
"42","['65','66','35','21','33','16','67','8','33','88']"
"41","['64','55','57','26','74','7','79','16','47','93']"
"40","['31','17','38','16','10','66','85','62','45','97']"
"39","['52','44','23','88','33','37','54','81','68','99']"
"36","['41','50','32','68','52','57','7','100','56','72']"
"37","['3','70','18','74','45','72','77','27','38','93']"
"38","['79','29','73','48','51','61','77','43','21','90']"
"34","['11','45','26','17','81','51','36','66','39','92']"
"31","['52','68','63','68','44','5','20','60','57','93']"
"35","['66','47','54','68','58','59','63','43','80','80']"
"29","['50','41','82','36','93','85','5','66','30','98']"
"32","['34','85','1','47','17','48','56','51','12','90']"
"27","['30','4','1','8','24','7','31','38','25','92']"
"33","['64','4','4','63','47','51','53','59','76','99']"
"30","['21','54','23','63','48','15','59','74','23','81']"
"28","['69','46','96','25','72','9','73','8','76','99']"
"24","['53','58','44','59','1','79','23','21','28','9']"
"23","['58','75','29','61','47','14','26','67','2','79']"
"20","['74','55','28','61','86','41','52','72','24','9']"
"19","['20','56','54','24','87','27','79','78','94']"
"25","['53','15','47','27','16','35','61','38','4','65']"
"21","['61','49','12','69','61','41','49','67','14','70']"
"22","['28','52','57','6','51','85','66','18','4','85']"
"26","['53','32','71','57','19','73','4','29','2','9']"
"18","['60','62','62','36','44','75','8','87','22','98']"
"17","['18','53','75','21','95','22','82','78','53','99']"
"16","['47','49','49','67','60','73','90','65','69','98']"
"14","['30','60','18','28','82','88','46','93','93']"
"15","['14','29','76','59','26','79','23','33','39','94']"
"13","['81','94','86','60','43','24','84','88','26','98']"
"11","['79','32','18','7','59','25','74','61','26','94']"
"12","['25','48','81','74','29','100','13','63','10','99']"
"10","['100','49','22','18','49','41','1','50','26','93']"
"7","['66','72','94','56','69','59','37','36','11','96']"
"9","['77','45','80','71','90','45','67','79','10','92']"
"8","['63','81','5','47','10','2','77','64','59','82']"
"5","['21','54','33','36','52','24','5','27','82']"
"6","['22','55','58','17','59','3','40','44','49','75']"
"4","['81','41','83','97','19','92','42','21','51','99']"
"3","['48','17','34','40','64','81','73','47','16','82']"
"2","['85','61','84','51','19','43','13','47','60','91']"
"1","['47','27','23','71','6','34','58','6','83']"
"100","['39','42','43','45','98','30','93','2','57','49']"
"99","['42','41','51','97']"
"98","['26','81','24','84']"
"97","['10','38','17','16','40']"
"95","['44','37','93','73','57','59','62','33']"
"93","['41','26','49','50']"
"94","['71','15','26','79','32','74','11','87']"
"91","['84','19','43','2','20']"
"96","['56','72','37','7','83']"
"92","['26','81','45','67','45','9','90']"
"89","['72','23','64','17','53','36','63','73']"
"88","['52','29','99','9','35','67','8','66','42','89']"
"85","['54','45','60','51','4','52','22','79']"
"90","['44','48','73','38','85','1','17','34','32','71']"
"87","['44','38','86','57','73','48','23','68','72','7']"
"83","['28','88','17','73','27','23','1','39']"
"86","['42','38','91','89','48','46','52','30','51','90']"
"81","['62','16','20','24','23','63','59','48','30','7']"
"84","['10','11','4','8','99','55','83','60','42','94']"
"79","['51','54','80','2','50','26','29','67','23','70']"
"82","['27','24','47','48','16','3','64']"
"80","['59','57','57','54','43','63','35','79']"
"78","['32','41','17','8','97','81','91','56','35','95']"
"77","['41','14','31','73','100','94','61','78','45','81']"
"75","['12','43','98','84','49','59','3','22','6','77']"
"76","['57','61','4','24','89','11','50','97','29','77']"
"72","['24','87','71','32','7','41','36','46']"
"73","['7','36','37','58','95','80','2','9','35','90']"
"74","['17','17','16','29','93','62','46','87','44','65']"
"71","['21','15','56','61','76','13','42','91','41','96']"
"69","['50','82','50','88','26','68','1','20','54','91']"
"66","['33','53','14','42','36','50','30','18','7','74']"
"70","['90','59','13','77','12','41','67','14','21','37']"
"67","['51','36','65','25','15','100','72','61','75','94']"
"68","['69','75','50','12','82','5','89','67','43','98']"
"65","['28','33','68','59','35','16','15','27','69']"
"61","['76','58','57','13','49','74','53','34','66','91']"
"64","['44','74','51','38','17','68','76','94','100','82']"
"60","['37','65','100','34','85','68','71','43','62','74']"
"62","['34','48','21','11','95','77','13','67','40','59']"
"58","['28','17','12','41','39','36','56','86','80','48']"
"63","['35','67','18','55','36','7','57','31','32','71']"
"59","['14','72','41','51','27','1','93','65','97','77']"
"56","['69','27','69','33','73','57','14','50','70','75']"
"57","['18','2','75','92','56','69','6','29','83','87']"
"54","['26','33','40','36','99','2','4','77','65','80']"
"55","['11','15','52','52','93','37','47','82','7','61']"
"53","['41','67','77','89','97','74','37','26','84','90']"
"48","['18','76','37','1','93','29','55','3','16','9']"
"51","['24','55','54','39','86','98','92','56','7','84']"
"50","['68','2','64','69','97','53','45','65','29','70']"
"52","['19','62','42','18','4','66','33','23','33','77']"
"49","['3','24','56','4','75','2','22','64','26','83']"
"47","['1','83','29','91','70','57','65','56','83','95']"
"46","['16','34','32','78','29','39','45','19','55','83']"
"44","['67','1','55','12','48','73','9','19','72','92']"
"42","['21','33','16','33','88','50','91','62','15','65']"
"43","['34','24','41','13','52','89','83','100','71','80']"
"45","['33','47','18','47','66','69','71','91','48','67']"
"40","['31','66','62','45','97','50','12','5','7','85']"
"41","['64','57','26','7','93','15','44','46','3','74']"
"39","['44','33','54','68','99','19','47','83','37','88']"
"38","['29','51','77','43','90','1','12','28','72','79']"
"36","['50','32','57','100','56','33','28','76','22','68']"
"37","['3','18','74','45','93','79','55','16','47','77']"
"35","['66','47','58','59','94','30','61','5','45','68']"
"33","['4','4','47','53','59','37','52','23','81','76']"
"34","['11','51','36','39','92','20','80','40','10','66']"
"30","['21','54','15','23','81','4','89','50','10','74']"
"32","['47','48','51','12','90','7','21','40','61','56']"
"27","['1','24','31','38','92','49','34','45','56','8']"
"28","['25','9','73','76','99','64','33','63','51','96']"
"29","['41','85','5','66','98','58','71','76','33','93']"
"25","['53','47','38','4','65','99','11','75','42','61']"
"26","['71','57','19','4','29','20','79','95','28','73']"
"31","['63','68','44','20','57','72','70','27','38','68']"
"23","['58','61','47','14','79','70','13','70','54','75']"
"24","['58','23','21','28','9','45','71','90','35','59']"
"22","['28','57','6','18','74','23','70','20','51','66']"
"19","['20','56','54','94','59','10','80','6','91','78']"
"21","['61','49','61','49','70','85','20','36','100','69']"
"20","['74','55','61','41','9','53','37','44','1','86']"
"18","['60','62','44','75','22','98','50','82','29','8']"
"17","['18','75','82','53','99','72','69','8','46','95']"
"16","['49','67','73','65','69','62','87','62','18','90']"
"14","['30','60','18','46','52','5','31','82','28','93']"
"12","['100','13','63','10','99','21','53','78','22','81']"
"15","['29','26','23','33','94','27','10','19','24','39']"
"13","['86','60','43','88','98','62','47','49','26','94']"
"10","['100','22','18','1','93','14','28','82','88','49']"
"11","['18','59','25','61','94','42','76','56','14','7']"
"9","['2','53','32','26','25','72']"
"8","['47','10','2','77','59','17','15','74','71','81']"
"7","['66','69','36','11','96','71','33','23','85','94']"
"6","['55','17','40','44','75','15','82','83','14','58']"
"5","['21','36','52','64','77','7','59','27','24','54']"
"4","['81','83','19','21','99','48','29','25','74','92']"
"2","['61','51','13','47','60','48','82','46','37','85']"
"3","['17','34','40','73','82','89','80','63','8','81']"
"1","['47','71','6','34','6','26','21','14','82','83']"
"100","['42','98','30','93','49','75','56','64','24','43']"
"99","['42','41','97','10','17','40','38','16','51']"
"98","['84','4','11','89','67','12','68','26']"
"97","['41','51','42','99','62','7','12','66','10','17']"
"95","['4','32','56','1','29','69','72','53','17','99']"
"94","['36','13','66','33','23','7','85']"
"93","['69','71','31','5','14','82']"
"91","['2','68','88','76','13','58','61','84']"
"92","['12','72','81','29','83','74','45']"
"96","['1','73','23','91','41','76','51','64','28','99']"
"88","['99','64','17','36','83','54','47','68','39','29']"
"89","['23','52','66','8','88','90','72']"
"87","['71','32','79','94','69','75','83','57']"
"90","['77','26','67','62','18','73','16','85']"
"83","['26','19','6','21','1','71']"
"85","['70','62','13','60','61','82','2','54']"
"86","['48','51','9','81','74','61','44','20','52']"
"81","['80','89','82','40','3','62']"
"84","['99','55','94','54','39','92','51','10']"
"80","['35','2','4','77','100','71','83','43']"
"79","['28','51','38','77']"
"82","['24','17','44','16','38','76','51','64','47']"
"78","['17','35','53','44','91','20','10','19','8']"
"77","['4','41','33','52','47','16','37','93']"
"75","['6','100','69','61','70','23','12']"
"76","['11','50','43','84','4','37','47','33','61']"
"73","['35','17','64','89','57','79','29','9']"
"72","['87','19','83','36','32','2','25','53','9','46']"
"74","['53','65','41','15','21','23','30','81']"
"70","['12','50','29','65','45','64','21']"
"69","['44','61','19','33','35','49','100','20','21','85']"
"67","['61','94','42','8','47','33','66','45','72']"
"71","['73','48','32','27','7','36','18','63','90']"
"66","['18','7','11','34','74','23','28','22','42']"
"68","['22','58','63','38','31','72']"
"61","['66','15','99','4','38','25','57']"
"65","['69','44','33','50','33','42','68']"
"64","['100','16','27','3','48','74','68','94']"
"60","['100','68','43','62','74','66','14','35','36','34']"
"63","['35','55','57','31','71','44','42','61','72','67']"
"62","['21','11','67','40','59','41','51','93','27','48']"
"58","['80','48','29','55','14','82','6','17']"
"56","['27','75','7','98','90','47','12','40','32','69']"
"54","['26','2','63','57','21','77','27','5','36']"
"57","['18','92','56','6','29','73','74','48','36','2']"
"59","['1','62','76','90','23','21','9','24','97']"
"55","['11','52','37','7','61','49','53','47','15','52']"
"53","['41','74','37','84','90','86','2','30','80','67']"
"51","['56','7','84','26','38','40','41','99','98']"
"49","['83','28','19','1','82','10','4']"
"50","['97','49','26','41','93','74','23','77','2']"
"52","['19','18','4','66','23','33','29','57','22','62']"
"48","['37','93','9','39','12','56','36','58','2','76']"
"47","['83','70','57','56','83','4','4','59','62','91']"
"46","['16','45','55','36','7','72','3','34']"
"45","['18','69','91','48','67','51','65','11','25','47']"
"44","['1','55','48','9','19','90','71','26','73','67']"
"42","['21','16','88','91','62','15','28','29','43','33']"
"39","['88','23','35','24','15','99']"
"41","['64','26','93','15','46','59','85','60','71','7']"
