"ID","Count"
"957",40
"955",43
"952",45
"958",43
"959",43
"953",46
"963",42
"951",47
"961",45
"981",38
"968",44
"954",50
"970",44
"960",49
"972",45
"976",44
"969",47
"971",46
"980",42
"964",50
"983",43
"975",47
"979",46
"992",41
"1000",38
"977",47
"993",41
"982",47
"978",50
"986",46
"997",42
"990",45
"987",47
"996",45
"989",48
"994",48
"991",49
"998",52
"995",57
