"ID","Table"
"84","['65','78','10','76','12','36','82','76','14','30','14','11','33','82','51','27','19','8','1','9']""83","['22','70','51','12','31','33','45','67','31','30','77','19','69','55','7','36','84','77','51','9']""82","['25','43','78','52','21','7','58','25','5','64','39','79','23','31','44','25','37','43','20','84']""81","['45','79','66','14','72','62','47','21','6','55','28','59','1','51','52','41','67','81','83']""80","['17','26','2','19','66','21','24','71','69','40','6','29','16','57','3','61','53','65','70','82']""78","['5','53','83','30','51','32','62','3','63','11','21','14','40','24','80','52','50','62','22','84']""79","['12','81','29','2','15','2','50','74','18','2','6','32','13','37','41','4','12','53','83']""77","['60','50','11','30','68','29','26','50','38','60','62','17','64','5','34','33','50','65','7']""76","['35','2','23','2','5','28','57','49','80','81','21','18','15','56','74','38','57','5','10','81']""74","['13','2','64','23','76','82','3','22','3','3','66','72','11','70','31','4','52','83','84']""75","['66','69','48','32','62','61','12','64','25','78','83','50','33','6','2','15','67','29','48','9']""73","['15','38','28','60','19','58','28','16','71','57','58','11','42','44','55','11','69','70','75']""72","['12','50','84','82','25','21','6','23','42','37','17','56','74','24','61','79','52','55','24','9']""71","['59','74','12','33','30','20','79','19','77','25','44','74','28','83','57','17','38','19','52','84']""68","['38','2','23','75','34','79','11','16','43','6','67','52','15','25','3','7','59','39','4','81']""69","['10','18','46','72','4','46','29','3','28','72','16','34','57','64','56','51','12','40','84','84']""70","['49','3','23','30','4','30','37','56','52','46','78','28','24','1','59','13','14','34','29','84']""66","['48','12','49','28','39','34','32','58','67','30','71','38','29','52','10','53','63','59','65','75']""67","['58','46','21','49','43','13','36','65','4','40','11','30','22','31','1','8','65','65','59','84']""65","['15','56','37','7','13','49','69','61','7','78','50','4','29','70','71','57','37','22','81']""64","['58','41','74','39','6','32','40','77','40','78','45','42','48','34','18','11','47','29','25','84']""63","['19','50','37','11','16','23','13','6','59','20','49','66','71','71','57','39','35','56','25','81']""60","['49','71','61','69','44','39','34','3','74','49','82','54','70','15','28','15','42','50','21','82']""62","['18','33','13','1','32','64','66','45','61','5','31','16','22','56','10','8','28','17','58','83']""61","['24','52','38','8','16','8','82','13','54','63','25','31','7','80','70','10','41','54','35','83']""59","['21','57','21','28','47','57','17','44','5','32','38','61','67','51','75','42','12','45','78']""58","['44','57','81','55','53','13','62','5','6','72','19','11','61','74','64','67','26','3','37','82']""57","['83','15','12','71','68','28','80','47','64','80','47','42','81','83','33','23','54','25','36','9']""56","['19','31','50','47','64','6','40','33','16','49','65','26','12','62','10','39','41','20','65','73']""55","['38','31','46','47','23','45','70','24','22','47','61','46','34','38','57','48','76','41','73','77']""54","['48','43','22','53','42','21','49','12','57','55','52','30','67','19','22','60','62','41','73']""53","['6','13','51','65','54','56','21','4','65','58','64','54','31','58','69','62','29','65','14','75']""51","['43','17','8','27','61','41','52','48','65','74','79','25','52','35','74','55','78','73','44','8']""52","['55','48','70','32','83','51','47','3','33','26','80','35','21','78','27','31','28','17','15','84']""50","['37','76','60','62','33','1','33','51','13','27','30','23','18','36','77','55','49','16','65','80']""49","['40','12','11','34','27','56','17','32','4','4','7','53','29','21','22','36','50','28','51','80']""47","['29','23','23','62','33','59','31','36','45','60','22','72','2','1','54','36','27','58','40','80']""48","['74','16','29','17','5','78','68','7','76','1','57','19','2','47','60','1','30','20','47','81']""46","['61','27','60','19','70','35','35','68','58','11','12','47','78','76','54','32','60','1','9']""45","['1','64','40','24','31','69','46','7','22','50','13','23','61','46','10','69','56','5','74']""43","['12','65','72','40','12','76','74','10','28','34','81','37','2','47','44','10','1','59','22','9']""44","['21','48','65','37','78','69','28','28','37','45','20','69','69','39','30','65','41','1','31','81']""42","['21','78','53','49','7','58','46','64','20','84','1','68','6','76','22','57','40','82','49','84']""41","['16','66','16','68','34','48','23','52','49','50','1','32','61','27','65','52','24','22','84','9']""40","['68','54','3','2','59','58','60','23','12','32','43','29','34','3','24','73','17','66','58','75']""39","['59','14','57','21','20','1','47','21','73','80','79','36','8','68','34','33','41','11','2','83']""38","['18','5','40','8','25','3','63','25','33','10','16','35','14','64','53','46','71','57','81','84']""36","['41','29','20','23','60','12','63','76','58','35','20','8','29','68','67','51','50','74','31','81']""37","['11','73','62','81','50','49','80','7','8','15','25','1','58','35','74','71','55','66','58','82']""35","['13','7','26','22','41','25','46','74','17','31','6','69','79','25','74','63','53','56','11','81']""34","['48','44','1','19','59','61','39','44','71','26','19','22','25','52','37','66','84','62','9']""32","['27','67','15','39','40','75','69','16','15','80','61','44','8','23','33','30','42','8','28','9']""33","['60','46','34','67','78','25','5','49','37','12','71','65','2','30','4','61','62','27','23','81']""31","['27','70','63','46','70','42','20','11','36','63','20','36','75','72','54','39','71','71','79','80']""30","['62','32','20','54','61','54','29','6','67','7','11','79','70','14','28','68','68','75','50','79']""29","['30','43','34','21','2','41','41','58','20','77','12','19','63','27','34','25','59','14','4','80']""28","['74','2','27','48','16','55','31','15','15','53','36','43','40','52','14','10','44','70','14','78']""26","['23','40','17','6','54','74','8','31','24','4','57','38','15','61','65','36','13','55','68','82']""27","['18','72','1','36','75','78','42','74','29','75','21','65','62','25','75','13','69','56','5','84']""25","['47','57','12','10','22','20','5','3','75','48','28','46','72','28','49','40','63','66','22','8']""24","['51','81','27','7','44','60','8','8','37','20','5','23','82','49','19','2','25','20','5','9']""22","['61','58','35','79','15','58','7','5','1','13','28','84','4','28','77','4','31','15','40','9']""23","['42','5','6','19','51','12','18','68','49','46','55','77','45','11','48','39','2','75','13','9']""20","['45','53','14','79','56','14','73','21','17','18','59','44','18','82','53','66','32','69','11','9']""21","['65','40','32','57','16','25','44','83','22','68','83','15','24','60','37','24','51','80','54','84']""19","['45','68','25','76','52','8','53','54','34','52','69','64','22','65','20','42','17','50','59','82']""18","['18','39','4','33','39','79','6','45','61','72','56','60','58','36','25','39','43','42','8']""17","['19','47','53','80','69','53','18','10','25','42','62','8','12','51','81','35','43','49','75','9']""16","['65','79','43','17','65','29','83','2','62','69','7','19','33','38','76','27','44','82','35','9']""15","['75','63','77','5','67','32','37','51','73','39','37','79','24','2','4','21','22','16','16','84']""14","['44','33','22','48','36','77','27','76','62','68','74','13','69','54','57','55','55','60','23','82']""13","['69','36','58','80','38','70','58','6','44','68','37','52','78','24','27','65','62','22','54','82']""11","['81','16','2','77','51','58','53','78','36','34','2','60','58','75','30','78','5','64','30','9']""12","['3','21','77','40','42','48','27','5','27','6','53','57','24','47','64','71','46','59','20','8']""10","['12','42','78','60','64','51','56','29','65','68','5','18','51','68','22','25','57','62','21','82']""8","['23','12','51','45','35','6','15','29','15','68','61','78','43','17','41','52','73','44','79']""7","['56','13','79','18','9','12','14','56','70','23','65','50','5','77','30','60','11','62','34','9']"
"9","['50','49','34','41','61','1','65']"
"6","['43','69','34','64','59','18','8','69','16','31','11','8','80','79','41','62','21','4','82']""5","['31','10','63','83','48','3','80','32','51','13','1','70','79','51','77','24','77','64','51','9']""4","['20','69','74','48','41','45','26','17','29','14','74','23','39','30','60','78','66','1','78']""3","['84','4','35','43','53','46','40','15','31','20','42','74','78','19','62','10','19','39','82','84']""2","['22','55','60','49','28','65','62','81','46','56','64','32','38','14','29','40','74','52','34','81']""1","['56','65','70','82','68','51','39','47','78','45','77','65','74','73','39','49','73','66','52','9']"
"84","['46','35','40','3','10','20','62']"
"83","['31','21','39','20','11','1','57']"
"81","['55','60','14','2','40','64']"
"82","['8','16','69','6','41','11','80']"
"80","['14','25','30','29','41','21','12','59']"
"79","['15','2','12','66','75','28','30','11','43','29','52','80','41','31','53']""77","['38','17','64','50','7','45','70','20','70','50','41','47','73','46','55','61','31','22','23','68']"
"78","['27','45','21','12','36','70','69','66','4','60','30','1','41','74']"
"76","['35','2','5','49','18','15','38','57','5','36','6','83','45','82','31','19','79','20','56','57']""74","['2','23','3','84','12','36','21','80','24','3','46','56','45','10','40','61','31','1','83']"
"75","['65','73','29','97','93','86','88','98','90','96','87','99']"
"71","['33','79','19','77','25','44','74','28','17','38','19','3','4','70','53','22','72','74','57','84']""72","['25','6','23','37','17','56','24','55','24','9','32','33','44','66','15','75','36','67','79','84']""73","['62','6','48','11','28','20','33','50','41','12','43','67','54','60','30','21','69']""70","['49','4','30','56','46','78','28','24','59','14','34','18','69','72','51','10','29','37','13','84']""69","['46','29','28','72','16','34','57','64','56','84','37','83','71','59','68','20','82','46','4','84']""68","['38','75','34','16','6','67','15','25','59','4','55','76','10','47','84','11','3','7','39','79']""66","['48','12','49','39','58','38','53','59','65','75','77','42','64','44','11','55','84','63','28','67']""67","['58','21','49','43','13','36','22','8','65','65','59','70','23','52','29','37','46','4','65','84']""65","['49','4','29','57','37','74','14','43','39','23','61','34','50','9','40','60','30','7']""64","['18','25','46','4','65','67','31','34','47','97','94','89','90','85','88','95','92','86','90','48']""63","['19','37','16','59','49','57','39','35','56','25','62','78','61','21','3','70','65','6','13','71']""61","['38','16','25','83','55','2','22','33','41','89','95','92','96','90','87','91','99','100','97','54']""60","['69','44','39','34','3','74','49','54','15','28','15','64','43','25','80','40','2','68','42','82']""59","['57','17','44','38','78','63','22','76','62','28','12','41','80','20','50','30','60','70','67']""58","['44','57','53','13','5','19','74','64','67','26','37','65','49','39','14','50','49','21','3','82']""57","['33','54','25','100','98','89','87','94','86','21','11','39','20','10','50','30','80']""56","['19','64','16','49','26','12','62','39','65','73','58','2','68','28','57','55','11','9','28','65']""62","['18','45','16','9','79','81','12','21','33','10','35','3','46','84','60','70','40','80','56']""55","['38','45','24','47','46','34','38','57','48','77','50','49','14','16','29','65','26','60','50','76']""54","['22','53','42','49','55','52','19','22','73','15','83','75','31','58','47','56','10','40','48','57']""53","['29','75','30','34','66','100','86','87','98','2','41','15','79','80','70','20','50','56']""51","['27','48','65','74','25','52','35','74','55','8','33','26','62','15','68','31','69','15','68','8']""52","['55','83','47','3','26','35','78','27','28','17','15','34','29','64','42','41','48','31','70','84']""50","['37','76','33','33','13','27','18','36','55','16','66','7','29','17','43','69','14','14','57','77']""49","['12','34','27','32','4','4','53','29','36','28','62','23','26','60','84','65','14','6','50','7']""48","['74','16','29','17','5','76','57','19','2','1','47','63','6','11','66','23','47','47','7','78']""47","['29','23','23','62','33','59','45','22','36','27','51','17','56','24','78','49','11','25','2','72']""46","['27','19','35','35','68','58','47','60','9','57','80','21','3','71','81','47','28','32','76','78']""45","['64','24','69','22','13','46','69','5','74','8','66','78','3','4','76','3','23','50','46','7']""43","['12','65','12','76','74','28','34','2','44','10','59','60','32','70','11','46','37','72','47','9']""44","['65','69','28','28','37','45','69','69','39','65','47','7','68','47','48','20','37','1','44','78']""42","['49','58','46','64','68','6','76','57','49','52','51','80','48','70','31','20','21','22','7','78']""41","['16','52','9','10','43','72','40','37','49','34','86','87','97','88','91','90','89','95','99','68']""39","['59','14','47','21','73','79','36','8','68','34','33','70','66','82','63','10','62','21','57','83']""40","['3','3','71','13','92','86','98','100','99','90','94','95','91','88','54']""38","['5','25','25','33','16','14','64','46','57','84','22','82','20','42','1','7','35','18','3','8']""37","['11','25','82','32','61','55','15','58','35','88','91','98','87','85','99','94','100','90','91','66']""36","['23','63','58','29','68','74','1','44','20','87','94','90','97','93','100','86','89','91','99','76']""34","['48','19','59','39','44','19','25','66','9','49','50','41','65','37','26','44','62','34','71','84']""35","['7','26','25','46','74','17','6','69','25','74','8','67','60','12','36','50','53','41','56','79']""33","['46','34','67','78','49','37','65','2','4','27','23','11','41','31','35','53','56','12','5','81']""31","['27','70','42','63','20','36','75','54','39','71','47','60','30','58','21','16','2','46','63','79']""30","['62','54','54','6','67','7','14','68','68','79','1','4','83','74','72','37','77','69','76','79']""29","['43','34','2','41','58','19','63','27','34','4','70','72','71','46','11','22','14','25','30','77']""28","['27','48','16','55','15','53','14','44','14','78','3','83','79','62','84','59','61','9','40','74']""27","['18','36','29','75','65','25','75','56','5','84','38','35','10','63','81','3','69','62','72','75']""26","['6','74','24','4','57','38','15','36','55','68','37','3','50','60','35','71','1','80','58','8']""25","['47','57','5','48','28','46','28','49','22','8','94','73','95','6','96','99','45','88','95','75']""24","['7','44','8','37','5','19','25','20','5','9','15','33','28','71','32','30','26','49','27','8']""23","['5','6','19','18','46','45','48','39','75','9','31','58','61','7','60','1','15','22','4','77']""32","['27','67','39','75','69','16','15','44','23','9','62','52','37','50','1','65','41','22','34','8']""22","['35','79','58','5','28','28','77','4','15','9','80','20','82','2','27','42','24','81','51','84']""21","['65','57','25','68','83','15','24','37','24','84','72','69','1','62','78','27','54','16','22','83']""20","['45','14','79','14','17','18','59','18','53','66','69','12','55','51','68','2','42','23','49','9']""19","['68','25','76','53','34','52','64','17','59','82','26','40','61','13','31','23','69','45','54','8']""17","['19','47','53','69','53','18','42','43','49','75','82','20','44','56','21','73','32','62','35','8']""18","['39','39','6','45','56','36','25','39','8','97','51','12','66','86','78','22','44','20','18','79']""16","['43','17','65','29','38','76','27','44','35','9','25','81','51','10','80','19','65','69','7','79']""15","['75','77','5','67','37','37','24','4','16','84','60','80','54','44','40','63','73','39','16','79']""14","['44','33','27','76','68','74','69','54','57','55','45','50','20','52','42','19','22','48','36','77']""11","['16','77','58','36','2','58','75','78','30','9','82','65','33','19','7','69','5','34','51','78']""13","['36','38','58','6','44','37','24','27','65','54','48','55','23','14','60','68','58','69','62','78']""12","['48','27','5','27','6','24','47','64','59','8','33','95','93','4','58','15','35','10','40','77']""10","['42','51','25','87','92','85','88','89','97','95','99','86','94','52','70','58','80','69','60','64']""8","['72','18','21','20','71','15','15','74','51','41','61','52','73','43','89']"
"7","['85','98','61','40','60','80','32','62','49','21','65']"
"6","['34','64','59','18','100','94','93','98','90','87','91','99','92','92','65','12','51','10','79']""5","['63','48','3','79','51','77','24','77','64','51','71','69','62','7','20','56','12','51','32','83']"
"9","['68','73','77','52','74','45','82']"
"4","['48','45','26','17','29','14','74','39','78','43','40','28','31','2','42','15','10','69','74','78']""2","['22','49','28','65','46','56','38','29','34','85','88','91','95','87','98','55','64','60','14','74']""1","['56','65','39','47','78','65','39','49','73','66','9','32','5','10','80','68','73','77','1','82']""3","['4','15','19','39','97','87','89','99','85','91','95','92','93','96','51','63','73','21','74']"
"84","['51','79','22','40','31','13','81']"
"83","['60','69','3','48','5','70','10','31','80']"
"82","['78','65','66','10','1','51','52','80']"
"80","['14','6','16','82','40','75','45','5','62','39','98','100','20','50','30','59']"
"81","['14','64','25','65','90','35','53','33','30','61','71','40']"
"79","['90','64','6','100','80','91','41','92']"
"78","['26','29','4','30','20','1','41','60']"
"76","['14','22','44','90','100','91','95','96','92','88','91','97']"
"77","['44','48','24','27','5','12','40','21','42','71']"
"75","['81','63','27','21','95','49','99','73','25','40','20','10','22','86']"
"74","['2','19','4','93','20','40','91','31','95']"
"73","['6','11','33','41','12','43','67','54','21','69','84','68','83','72','57','82','16','84','59','28']""72","['25','17','24','33','44','15','75','36','77','35','59','22','45','62','47','40','60','80','1','37']""71","['25','19','3','70','22','72','57','8','50','66','13','35','6','63','20','11','81','23','79']""70","['49','46','28','24','59','14','34','18','69','51','10','37','84','58','21','50','32','9','61','78']""69","['28','34','56','37','71','46','4','48','60','62','73','30','50','1','70','79','23','64']""67","['36','46','84','42','48','66','71','69','51','72','70','78','57','22','59','80','20','50','30','65']""66","['12','49','39','58','59','44','84','67','43','32','91','37','100','90','80','50','71','63']"
"65","['7','88','50','98','91','87','60','49','80','30','4']"
"64","['67','31','89','88','2','1','63','5','87','94','10','21','51','92','62','47']""61","['2','22','92','87','91','99','54','75','19','88','98','100','94','100','38']""63","['19','37','16','49','57','39','56','25','62','78','61','21','3','70','65','53','74','33','84','59']""62","['9','79','12','21','33','10','35','3','46','84','56','28','58','87','11','55','5','57','18','45']""68","['76','47','70','22','77','30','41','61','90','37','10','52','91','1','39']""60","['34','64','43','25','80','82','8','6','59','4','41','26','78','20','70','10','50','69']""58","['13','49','14','50','49','3','29','42','70','94','91','100','89','98','99','88','93','86','93','74']""59","['63','76','10','58','29','75','52','65','65','50','16','30','80','100','20','60','70','38']"
"57","['86','38','81','75','73','40','60','30','41','33']"
"56","['26','73','2','9','18','70','98','86','79','53','30','20','100','39']"
"55","['38','45','24','47','34','38','48','77','49','16','29','65','26','60','50','5','89','94','36','57']""53","['75','66','2','15','56','12','43','45','79','95','100','85','91','90','93','95','86']""54","['56','48','25','90','70','80','71','94','40','60','91','92','32','12','55']""52","['55','47','26','78','27','28','15','34','29','64','42','41','84','1','67','40','30','23','43','83']""50","['33','33','13','27','18','36','66','7','17','43','69','14','14','57','77','45','46','68','11','76']""51","['27','48','65','25','35','55','33','26','62','68','31','69','15','68','57','46','2','60','32','74']""49","['12','34','27','4','4','29','36','28','23','26','60','84','14','6','70','86','95','30','99','53']""48","['29','17','19','2','6','47','90','34','90','46','64','40','41','92','42','36','12','21','47']""47","['29','23','23','33','27','51','17','56','24','78','49','11','25','2','72','6','55','67','84','36']""45","['64','22','13','46','69','74','8','66','78','3','4','3','46','7','49','85','21','32','62','69']""46","['27','19','35','68','58','47','57','80','21','71','81','47','28','32','66','69','2','83','9','76']""44","['28','28','45','69','69','39','65','47','7','68','47','48','37','27','9','46','70','61','3','69']""43","['12','65','12','74','34','2','44','32','70','11','46','37','47','9','77','68','52','82','73','76']""42","['57','49','52','51','48','70','22','84','4','90','98','89','97','100','85','87','94','88','94','7']""41","['16','9','43','72','40','34','86','87','97','88','89','95','99','68','28','6','60','64','12','49']""40","['3','13','52','42','22','93','97','33','30','65','71','81','100','60','20','70','3']""39","['14','21','36','33','82','21','57','93','85','70','30','41','52','90','50','60','91','8']""38","['25','33','84','22','42','1','18','3','41','52','99','100','88','87','61','90','10','70','80','46']""37","['82','88','98','85','99','94','91','22','13','17','24','72','40','60','80','50','1','15']""36","['23','63','58','29','1','87','94','97','86','89','99','76','57','15','82','56','46','35','61','74']""35","['7','25','17','6','69','25','74','8','60','12','36','50','53','79','38','96','68','29','43','74']""34","['48','59','44','19','25','9','49','50','41','37','26','44','21','80','17','3','35','51','39','66']""33","['46','34','67','49','37','65','27','23','11','41','31','56','12','5','86','94','55','18','48','78']""32","['27','67','69','16','15','44','23','62','52','37','50','1','22','34','8','51','81','20','2','75']""31","['27','42','36','54','39','47','60','30','58','21','63','79','3','35','99','41','64','56','63','75']""29","['43','34','2','19','27','34','70','72','71','46','22','25','77','50','47','7','75','1','73','63']""30","['62','54','6','67','68','68','79','4','83','74','72','37','77','69','79','80','31','63','26','7']""26","['24','57','38','15','36','55','68','37','3','50','35','71','1','80','58','18','64','21','81','74']""28","['15','78','83','79','59','21','66','12','24','57','73','30','20','10','40','50','53']""27","['18','36','65','25','38','69','89','87','85','93','95','88','97','99','90','92','40','30','96','75']""24","['7','44','37','5','19','25','5','28','71','32','30','26','49','8','53','38','31','72','35','8']""25","['47','48','46','28','96','88','75','98','93','87','97','89','91','92','89','65','1','5']""23","['5','6','19','18','45','48','39','9','31','58','7','60','22','4','77','21','16','10','37','75']""22","['35','58','5','28','28','4','15','9','80','20','82','2','27','42','24','19','65','39','62','77']""21","['57','25','68','15','37','24','72','69','1','62','78','54','16','83','11','79','41','45','70','83']""20","['14','18','59','18','53','66','12','55','51','68','2','42','23','49','9','74','40','52','72','79']""17","['19','53','82','20','73','8','86','94','95','98','85','88','96','91','97','90','25','50','22','75']""19","['68','34','64','17','59','82','26','61','13','23','69','45','54','8','41','80','65','39','30','76']""18","['39','45','56','36','39','97','51','12','66','86','22','44','20','79','76','11','1','14','54','6']""14","['33','27','68','69','54','55','45','50','52','42','19','48','36','77','15','12','46','11','61','74']""16","['17','65','29','38','27','44','9','25','81','51','10','19','65','69','7','60','18','39','42','76']""15","['75','67','37','37','24','4','16','60','80','54','40','63','39','16','79','82','62','43','35','77']""13","['37','24','27','55','60','78','89','93','99','90','98','92','91','97','94','75','51','11','2','65']""11","['16','9','87','91','93','90','92','86','85','89','99','98','85','20','36']""12","['27','6','47','59','8','33','95','93','4','58','15','35','10','77','22','2','57','79','82','64']""10","['25','85','89','97','95','99','86','52','58','80','69','64','100','30','16','20','81','14','88','42']""7","['61','32','65','23','10','87','39','11','60','100','70','42','90','40','20','1','62']"
"8","['70','57','90','39','30','10','50','93']"
"9","['28','10','1','22','69','14','17','20','11','21','32','68','44','81']"
"6","['34','59','18','94','93','98','87','99','92','65','12','51','10','44','5','73','22','15','84','79']"
"5","['32','98','87','100','94','92','95','97','85','88','24','66','40','63']"
"4","['17','43','31','2','10','69','13','70','80','30','49','60','7','65','100','20','74']"
"3","['29','71','100','33','40','30','20','70','90','60','97']"
"2","['22','49','28','46','56','38','34','88','91','95','98','64','14','74','48','78','47','27','57','65']""1","['56','39','47','65','39','49','9','32','5','80','68','73','77','50','74','45','60','40','19','78']""84","['51','22','40','31','13','81','33','65','25','14','64','90','71','61','53','79']"
"83","['50','75','1','43','78','79','54','41','15','22','60']"
"82","['65','66','51','80','59','96','85','92','93','98','94','87','91','90','90','78']"
